gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,opp,wl,gametype,box
KCM194106012,KCM,3,0,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,7,,value,34,29,9,10,2,0,0,,0,0,2,3,0,2,4,,,0,,21,,27,7,2,0,0,3,3,0,0,1,0,0,0,2,,0,,0,21,15,0,0,0,0,0,0,,simmw101,willj111,bibbr101,greej108,broww101,strot101,oneib801,sneas101,smith111,smith111,greej108,oneib801,bibbr101,strot101,willj111,broww101,simmw101,sneas101,,19410601,2,KAN05,JAX,w,regular,y
MEM194106011,BIR,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,4,,value,32,25,1,3,0,0,0,1,4,0,0,3,0,2,1,,,0,,27,,35,4,1,0,0,0,0,3,,5,0,0,0,1,,1,,0,27,12,1,0,0,0,0,1,,wilsj107,lockl101,dougj102,bostl102,sampt101,listn101,reddu101,hardp102,bankd101,bankd101,hardp102,bostl102,sampt101,lockl101,reddu101,dougj102,wilsj107,listn101,,19410601,1,MEM02,MEM,w,regular,y
MEM194106011,MEM,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,,value,35,31,0,4,1,0,0,0,1,,0,3,,5,1,,,0,,27,,33,3,0,0,0,1,0,3,0,2,0,0,0,4,0,1,,1,27,12,0,0,0,1,0,1,,hydec101,bankf101,cartm101,robin101,longr102,browl107,taylj106,browt105,mossp101,mossp101,browl107,taylj106,cartm101,bankf101,browt105,longr102,robin101,hydec101,,19410601,1,MEM02,BIR,l,regular,y
MEM194106012,BIR,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,3,,value,26,24,2,5,1,0,0,,0,,0,2,,2,0,,,0,,18,,29,11,0,0,0,9,,1,0,0,0,0,0,0,0,1,,0,18,4,2,0,0,0,0,1,,wilsj107,lockl101,dougj102,bostl102,sampt101,listn101,reddu101,hardp102,markj101,markj101,hardp102,bostl102,sampt101,lockl101,reddu101,dougj102,wilsj107,listn101,,19410601,2,MEM02,MEM,l,regular,y
MEM194106012,MEM,3,0,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,-1,,value,26,25,9,11,2,2,0,,0,0,0,1,0,0,1,,,0,,21,,26,5,1,0,0,2,,2,,2,0,0,0,0,,0,,0,21,13,1,0,0,0,0,0,,hydec101,bankf101,cartm101,robin101,byass101,longr102,taylj106,browt105,hutcw101,hutcw101,byass101,taylj106,cartm101,bankf101,browt105,hydec101,robin101,longr102,,19410601,2,MEM02,BIR,w,regular,y
BLG194106020,NY6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,4,,,,,,,,,,,,,,,,,24,,,,,,,9,,,,,,,,,,,,,24,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19410602,0,BAL14,BLG,l,regular,
BLG194106020,BLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,9,,,,,,,,,,,,,,,,,27,,,,,,,4,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19410602,0,BAL14,NY6,w,regular,
KCM194106020,JAX,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,4,7,,,,,,,,,,,,,,,,24,,,5,,,2,7,,,,,,,,,,,,,24,,7,,0,,,,,,,,,,,,,,brooa102,turnh101,,,,,,,,,19410602,0,JNC01,KCM,l,regular,
KCM194106020,KCM,0,1,0,0,0,3,2,1,,,,,,,,,,,,,,,,,,,,,,,value,,,7,5,,,2,4,,,,,,,,,,,,27,,,7,,,,4,,,,,,,,,,,,,27,,1,,0,,,,,,,,,,,,,,bradf104,greej108,,,,,,,,,19410602,0,JNC01,JAX,w,regular,
KCM194106030,JAX,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,0,4,,,,0,,,,,,,,,,,,24,,,7,,,,4,1,,,,,,,,,,,,24,,3,,0,,,,,,,,,,,,,,ellis102,barnh102,,,,,,,,,19410603,0,OKC02,KCM,l,regular,
KCM194106030,KCM,1,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,value,,,4,7,,,,,,,,,,,,,,,,27,,,4,,,,0,0,,,,,,,,,,,,27,,1,,0,,,,,,,bibbr101,duncf102,broww101,,,,,mcdab101,duncf102,,,,,,,,,19410603,0,OKC02,JAX,w,regular,
KCM194106050,JAX,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,0,4,,,,0,,,,,,,,,,,,24,,,11,,,1,3,,,,10,,,,,,,,,24,,2,,0,,,,,,,,,,,,,,henrp101,barnh102,,,,,,,,,19410605,0,OKC02,KCM,l,regular,
KCM194106050,KCM,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,value,,,3,11,,,1,3,,,,,,10,,,,,,27,,,4,,,,0,0,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,bradf104,duncf102,,,,,,,,,19410605,0,OKC02,JAX,w,regular,
MEM194106050,BIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,0,,,,,0,,,,,,,,,,,,24,,,,,,,4,,,,,,,,,,,,,24,,0,,0,,,,,,,,,,,,,,jessg101,hardp102,,,,,,,,,19410605,0,MEM02,MEM,l,regular,
MEM194106050,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,6,,,,,,,,,,,,,,,,,27,,,,,,,0,0,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,hutcw101,browl107,,,,,,,,,19410605,0,MEM02,BIR,w,regular,
MEM194106060,BIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,5,,,,,,,,,,,,,,,,,27,,,,,,,3,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,bankd101,hardp102,,,,,,,,,19410606,0,MEM02,MEM,w,regular,
MEM194106060,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,3,,,,,,,,,,,,,,,,,27,,,,,,,5,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,keyer101,byass101,,,,,,,,,19410606,0,MEM02,BIR,l,regular,
PH5194106071,NY6,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,8,,value,38,36,3,7,3,0,0,3,0,,0,2,,,0,,,0,,27,,39,6,1,0,0,1,0,2,,,0,0,0,0,,0,,0,27,,1,0,0,0,0,0,,blanh102,martr105,carrc107,coimp101,vargt101,herer101,delgf101,fernj101,howac102,howac102,fernj101,herer101,blanh102,carrc107,martr105,delgf101,vargt101,coimp101,,19410607,1,PHI17,PH5,w,regular,y
PH5194106071,PH5,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,11,,value,39,37,1,6,1,0,0,1,0,,0,2,,,0,,,0,,27,,38,7,3,0,0,3,3,2,,,0,0,0,0,,0,,0,27,,1,0,0,0,0,0,,campd103,parnr102,bensg101,pattp102,coopb101,westj102,palmc101,duckm101,buchc101,buchc101,palmc101,westj102,campd103,duckm101,pattp102,parnr102,bensg101,coopb101,,19410607,1,PHI17,NY6,l,regular,y
PH5194106072,NY6,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,,value,26,25,2,5,1,0,0,2,0,,0,1,,,0,,,0,,18,,23,2,1,0,0,4,,2,,,1,0,0,0,1,1,,0,18,,2,0,0,0,0,1,,blanh102,martr105,carrc107,coimp101,vargt101,herer101,delgf101,colac101,andeb106,andeb106,colac101,herer101,blanh102,carrc107,martr105,delgf101,vargt101,coimp101,,19410607,2,PHI17,PH5,l,regular,y
PH5194106072,PH5,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,value,22,19,4,2,1,0,0,4,0,1,1,2,,,1,,,0,,21,,26,5,1,0,0,2,,1,,,0,0,0,0,,0,,0,21,,1,0,0,0,0,0,,campd103,coopb101,bensg101,pattp102,parnr102,westj102,johnr108,duckm101,brewc102,brewc102,coopb101,westj102,campd103,duckm101,pattp102,johnr108,bensg101,parnr102,,19410607,2,PHI17,NY6,w,regular,y
BIR194106081,MEM,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,4,,value,33,30,2,5,0,0,0,,2,,0,1,,5,0,,,0,,24,,40,14,0,0,0,9,9,3,0,1,1,0,0,2,0,2,,2,24,9,0,0,0,2,0,2,,hydec101,mathv101,cartm101,robin101,byass101,taylj106,bankf101,browt105,mossp101,mossp101,byass101,taylj106,cartm101,bankf101,browt105,mathv101,robin101,hydec101,,19410608,1,BIR01,BIR,l,regular,y
BIR194106081,BIR,0,0,4,1,4,0,0,0,,,,,,,,,,,,,,,,,,,,,7,,value,40,34,9,14,2,2,0,,2,0,1,3,0,1,2,,,0,,27,,33,5,0,0,0,2,2,1,,5,0,0,0,2,,0,,0,27,10,0,1,0,0,0,0,,wilsj107,dougj102,lockl101,bostl102,sampt101,sayla101,reddu101,hardp102,bankd101,bankd101,hardp102,sayla101,sampt101,lockl101,reddu101,dougj102,wilsj107,bostl102,,19410608,1,BIR01,MEM,w,regular,y
BIR194106082,MEM,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,,value,28,28,4,7,0,0,0,,0,0,0,0,0,,0,,,0,,21,,27,4,0,0,0,0,0,2,,,0,0,0,0,,0,,0,21,13,0,0,0,0,0,0,,cartm101,hydec101,mathv101,robin101,taylj106,browl107,bankf101,browt105,evanf101,evanf101,browl107,taylj106,cartm101,bankf101,browt105,mathv101,robin101,hydec101,,19410608,2,BIR01,BIR,w,regular,y
BIR194106082,BIR,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,6,,value,27,25,0,4,0,0,0,0,0,,0,2,,,0,,,0,,21,,28,7,0,0,0,4,,0,0,,0,0,0,0,0,0,,0,21,5,0,0,0,0,0,0,,wilsj107,dougj102,lockl101,bostl102,sampt101,sayla101,reddu101,hardp102,gipsa101,gipsa101,hardp102,sayla101,sampt101,lockl101,reddu101,dougj102,wilsj107,bostl102,,19410608,2,BIR01,MEM,l,regular,y
HOM194106081,BLG,0,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,,value,39,37,4,10,1,0,0,4,0,0,0,2,0,3,0,,,0,,24,,37,8,2,0,0,7,,6,0,2,0,0,0,0,0,1,,0,24,7,2,0,0,0,0,1,,currg102,buttt102,washj102,hoskb101,speah101,snowf101,clarb107,biotc101,byrdb101,byrdb101,clarb107,washj102,snowf101,speah101,buttt102,currg102,biotc101,hoskb101,,19410608,1,WAS09,HOM,l,regular,y
HOM194106081,HOM,0,2,3,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,6,,value,37,31,7,8,2,0,0,7,0,0,0,6,0,2,1,,,0,,27,,39,10,1,0,0,4,,2,0,3,0,0,0,0,0,0,,0,27,8,2,1,0,0,0,0,,whatd101,benjj101,harrv102,leonb101,wilsj106,easth104,willc106,gastr101,partr102,partr102,gastr101,leonb101,easth104,wilsj106,willc106,harrv102,benjj101,whatd101,,19410608,1,WAS09,BLG,w,regular,y
HOM194106082,BLG,1,0,0,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,6,,value,33,32,6,11,0,2,0,5,0,,1,0,0,2,0,,,0,,21,,26,4,0,0,0,1,,1,,4,0,0,0,0,1,0,,0,21,,0,0,0,0,0,0,,currg102,buttt102,washj102,hoskb101,speah101,snowf101,clarb107,biotc101,browj112,browj112,clarb107,washj102,snowf101,speah101,buttt102,hoskb101,biotc101,currg102,,19410608,2,WAS09,HOM,w,regular,y
HOM194106082,HOM,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,,value,25,24,1,4,0,0,0,1,0,1,0,1,,4,0,,,0,,21,,33,11,0,2,0,6,,0,0,2,1,0,0,0,,0,,0,21,11,0,0,0,0,0,0,,whatd101,benjj101,browr103,leonb101,easth104,willc106,carlm101,gastr101,mcdut101,mcdut101,gastr101,leonb101,carlm101,easth104,willc106,browr103,benjj101,whatd101,,19410608,2,WAS09,BLG,l,regular,y
NW2194106081,PH5,0,0,0,2,1,0,1,2,0,,,,,,,,,,,,,,,,,,,,6,,value,39,35,6,11,1,0,0,,1,0,0,3,0,4,2,,,0,,27,,38,9,1,0,0,3,,1,,5,0,1,1,1,,2,,1,27,,2,1,0,1,1,2,,duckm101,bensg101,parnr102,pattp102,palmc101,westj102,johnr108,campd103,mcheh101,mcheh101,palmc101,westj102,campd103,duckm101,pattp102,johnr108,bensg101,parnr102,,19410608,1,NYC16,NW2,w,regular,y
NW2194106081,NW2,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,,value,38,36,3,9,1,0,0,3,1,,0,1,,5,2,,,0,,27,,41,11,1,0,0,6,,3,0,4,0,0,0,1,0,2,,0,27,,1,2,0,0,0,2,,mattf101,isrec101,day-l101,pearl102,irvim101,chrit101,yount101,johnl105,hillj104,hillj104,yount101,mattf101,isrec101,pearl102,johnl105,irvim101,day-l101,chrit101,,19410608,1,NYC16,PH5,l,regular,y
NY5194106082,NY6,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,7,,value,36,33,2,6,2,0,0,,0,,0,3,,3,0,,,0,,26,,33,8,1,1,0,3,,3,,3,1,0,0,0,,0,,1,26,,1,1,0,1,0,0,,blanh102,martr105,carrc107,coimp101,vargt101,herer101,delgf101,colac101,barnd101,barnd101,colac101,herer101,blanh102,carrc107,martr105,delgf101,vargt101,coimp101,,19410608,2,NYC16,NY5,l,regular,y
NY5194106082,NY5,1,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,4,,value,33,29,3,8,1,1,0,,0,,1,3,,3,0,,,0,,27,,36,6,2,0,0,2,,3,,3,0,0,0,0,,0,,0,27,,0,0,0,0,0,0,,kimbh102,seayd101,willh105,starj102,suttm101,barkm101,hayej104,coopa103,rectc101,rectc101,hayej104,starj102,seayd101,willh105,coopa103,barkm101,kimbh102,suttm101,,19410608,2,NYC16,NY6,w,regular,y
SNO194106081,JAX,0,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,value,,,3,5,,,,,,,,,,,,,,,,24,,,7,,,1,4,,,,,,,,,,,,,24,,0,,0,,,,,,,,,,,,,,henrp101,barnh102,,,,,,,,,19410608,1,LRK02,SNO,l,regular,
SNO194106081,JAX,0,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,upper,,,3,5,,,,,,,,,,,,,,,,26,,,7,,,1,4,,,,,,,,,,,,,26,,0,,0,,,,,,,,,,,,,,henrp101,barnh102,,,,,,,,,19410608,1,LRK02,SNO,l,regular,
SNO194106081,SNO,0,0,0,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,value,,,4,7,,,1,2,,,,,,,,,,,,27,,,5,,,,3,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,mcalf101,smitb114,,,,,,,,,19410608,1,LRK02,JAX,w,regular,
SNO194106082,JAX,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,value,,,0,3,,,,0,,,,,,,,,,,,18,,,20,,,4,15,,,,,,,,,,,,,18,,0,,0,,,,,,,,,,,,,,alleh106,barnh102,,,,,,,,,19410608,2,LRK02,SNO,l,regular,
SNO194106082,SNO,3,5,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,value,,,15,20,,,4,7,,,,,,,,,,,,21,,,3,,,,0,0,,,,,,,,,,,,21,,0,,0,,,,,,,,,,,,,,parkt101,taylr102,,,,,,,,,19410608,2,LRK02,JAX,w,regular,
HOM194106090,NY6,0,0,0,2,0,0,1,3,0,,,,,,,,,,,,,,,,,,,,5,,value,38,37,6,11,1,0,1,5,0,0,0,1,0,3,1,,,0,,24,,38,9,0,0,1,8,8,7,0,4,0,0,0,0,0,0,,0,24,10,0,2,0,0,0,0,,blanh102,martr105,carrc107,coimp101,vargt101,herer101,delgf101,fernj101,cantd101,cantd101,fernj101,herer101,blanh102,carrc107,martr105,delgf101,vargt101,coimp101,,19410609,0,ALT02,HOM,l,regular,y
HOM194106090,HOM,0,0,0,0,0,2,0,6,,,,,,,,,,,,,,,,,,,,,6,,value,38,31,8,9,3,0,1,8,0,0,0,7,0,4,0,,,0,,27,,38,11,0,0,1,6,4,1,0,3,0,0,0,0,0,1,,0,27,,0,3,0,0,0,1,,whatd101,benjj101,harrv102,leonb101,wilsj106,easth104,carlm101,gastr101,housj103,housj103,gastr101,leonb101,carlm101,wilsj106,easth104,harrv102,benjj101,whatd101,,19410609,0,ALT02,NY6,w,regular,y
BIR194106100,MEM,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,3,,value,31,28,1,7,2,0,1,1,0,,1,2,,5,0,,,0,,24,,34,8,1,2,0,5,3,1,,10,0,0,0,0,,2,,0,24,,1,1,0,0,0,2,,cartm101,hydec101,longr102,robin101,taylj106,browl107,bankf101,browt105,radct101,radct101,browl107,taylj106,cartm101,bankf101,browt105,longr102,robin101,hydec101,,19410610,0,GAD01,BIR,l,regular,y
BIR194106100,BIR,0,0,1,0,0,3,0,1,,,,,,,,,,,,,,,,,,,,,5,,value,34,33,5,8,1,2,0,4,0,,0,1,,10,2,,,0,,27,,31,7,2,0,1,1,1,2,,5,1,0,0,0,,0,,0,27,,1,2,0,0,0,0,,wilsj107,dougj102,lockl101,bostl102,sampt101,sayla101,reddu101,tysoc101,mckig101,mckig101,tysoc101,sayla101,sampt101,lockl101,reddu101,dougj102,wilsj107,bostl102,,19410610,0,GAD01,MEM,w,regular,y
PH5194106100,NY5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,0,,,,,0,,,,,,,,,,,,24,,,,,,,10,,,,,,,,,,,,,24,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19410610,0,PHI17,PH5,l,regular,
PH5194106100,PH5,0,2,2,1,0,2,0,3,,,,,,,,,,,,,,,,,,,,,,,value,,,10,,,,,,,,,,,,,,,,,27,,,,,,,0,0,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19410610,0,PHI17,NY5,w,regular,
KCM194106110,CAG,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,6,,value,42,38,0,6,0,0,0,0,2,,0,2,,12,0,,,0,,34,,45,6,0,0,0,1,0,3,,3,0,0,0,3,,0,,0,34,17,6,2,0,0,0,0,,crutj101,lylej102,penna101,youne102,reevd101,hendc102,hornb101,boono101,cornw101,cornw101,boono101,youne102,hornb101,hendc102,lylej102,penna101,crutj101,reevd101,,19410611,0,KAN05,KCM,l,regular,y
KCM194106110,KCM,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,10,,value,45,39,1,6,0,0,0,1,3,,0,3,,3,0,,,0,,36,,42,6,0,0,0,0,0,2,,12,0,0,0,2,,0,,0,36,16,1,2,0,0,0,0,,simmw101,allen102,bibbr101,greej108,broww101,strot101,oneib801,willj111,smith111,smith111,greej108,oneib801,bibbr101,allen102,willj111,broww101,simmw101,strot101,,19410611,0,KAN05,CAG,w,regular,y
HOM194106120,NY6,0,0,2,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,value,,,6,16,,,,,,,,,,,,,,,,27,,,8,,,,5,,,,,,,,,,,,,27,,1,,0,,,,,,,,,,,,,,andeb106,colac101,,,,,,,,,19410612,0,IND10,HOM,w,regular,
HOM194106120,HOM,1,0,0,1,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,5,8,,,,,,,,,,,,,,,,27,,,16,,,,6,,,,,,,,,,,,,27,,2,,0,,,,,,,,,,,,,,browr103,gastr101,,,,,,,,,19410612,0,IND10,NY6,l,regular,
CAG194106140,KCM,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,7,,value,39,33,5,7,1,0,1,,1,0,1,4,0,5,0,,,0,,27,,33,6,0,0,0,0,0,1,,7,0,0,0,0,,2,,0,27,10,0,2,0,0,0,2,,simmw101,allen102,bibbr101,greej108,broww101,strot101,oneib801,willj111,walkg103,walkg103,greej108,oneib801,bibbr101,allen102,willj111,broww101,simmw101,strot101,,19410614,0,CAN03,CAG,w,regular,y
CAG194106140,CAG,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,,value,33,32,0,6,0,0,0,0,0,,0,1,,7,2,,,0,,27,,39,7,0,0,1,5,,4,0,5,1,1,0,1,0,0,,1,27,11,5,0,0,1,1,0,,crutj101,lylej102,penna101,youne102,reevd101,hendc102,hornb101,bassp101,gibst101,gibst101,bassp101,youne102,hornb101,hendc102,lylej102,penna101,crutj101,reevd101,,19410614,0,CAN03,KCM,l,regular,y
JAX194106140,MEM,1,0,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,value,,,7,10,,,,,,,,,,,,,,,,21,,,6,,,,2,,,,,,,,,,,,,21,,2,,0,,,,,,,,,,,,,,evanf101,byass101,,,,,,,,,19410614,0,TAM01,JAX,w,exhibition,
JAX194106140,JAX,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,value,,,2,6,,,,,,,,,,,,,,,,21,,,10,,,,7,,,,,,,,,,,,,21,,6,,0,,,,,,,,,,,,,,roweu101,barnh102,,,,,,,,,19410614,0,TAM01,MEM,l,exhibition,
PH5194106141,NW2,3,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,5,,value,37,37,5,8,3,1,0,,0,,0,,,,1,,,0,,27,,39,12,1,0,1,1,,,,,0,0,0,0,,1,,0,27,10,0,0,0,0,0,1,,mattf101,isrec101,irvim101,pearl102,yount101,chrit101,day-l101,johnl105,hookl101,hookl101,yount101,mattf101,isrec101,pearl102,johnl105,irvim101,day-l101,chrit101,,19410614,1,PHI17,PH5,w,regular,y
PH5194106141,PH5,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,11,,value,39,39,1,12,1,0,1,1,0,,0,,,,1,,,0,,27,,37,8,3,1,0,5,,,,,0,0,0,0,,1,,0,27,,1,0,0,0,0,1,,bensg101,campd103,parnr102,pattp102,coopb101,westj102,duckm101,johnr108,brewc102,brewc102,coopb101,westj102,campd103,duckm101,pattp102,johnr108,bensg101,parnr102,,19410614,1,PHI17,NW2,l,regular,y
PH5194106142,NW2,2,0,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,3,,value,30,30,6,8,2,0,0,4,0,0,0,,0,,2,,,0,,21,,28,6,0,0,0,3,,,0,,0,0,0,0,0,0,,0,21,,1,0,0,0,0,0,,mattf101,isrec101,irvim101,yount101,pearl102,chrit101,day-l101,johnl105,hobgf101,hobgf101,yount101,mattf101,isrec101,pearl102,johnl105,irvim101,day-l101,chrit101,,19410614,2,PHI17,PH5,w,regular,y
PH5194106142,PH5,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,4,,value,28,28,3,6,1,0,0,1,0,0,0,,0,,0,,,0,,21,,30,8,0,0,0,6,,,0,,0,0,0,0,0,2,,0,21,,1,0,0,0,0,2,,bensg101,duckm101,parnr102,pattp102,westj102,palmc101,campd103,johnr108,buchc101,buchc101,palmc101,westj102,campd103,duckm101,pattp102,johnr108,bensg101,parnr102,,19410614,2,PHI17,NW2,l,regular,y
BLG194106151,NY5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,6,13,3,,,,,,,,,,,,,,,27,,,6,,,,1,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,rectc101,,,,,,,,,,19410615,1,NSH02,BLG,w,regular,
BLG194106151,BLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,1,6,,,,,,,,,,,,,,,,27,,,13,3,,,6,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,byrdb101,clarb107,,,,,,,,,19410615,1,NSH02,NY5,l,regular,
BLG194106152,NY5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,5,2,,,2,,,,,,,,,,,,,21,,,1,,,1,3,,,,,,,,,,,,,21,,0,,0,,,,,,,,,,,,,,stann101,,,,,,,,,,19410615,2,NSH02,BLG,w,regular,
BLG194106152,BLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,3,1,,,1,3,,,,,,,,,,,,21,,,2,,,2,5,,,,,,,,,,,,,21,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19410615,2,NSH02,NY5,l,regular,
JAX194106151,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,7,,,,,,,,,,,,,,,,,27,,,,,,,2,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19410615,1,JKV01,JAX,w,regular,
JAX194106151,JAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,2,,,,,,,,,,,,,,,,,27,,,,,,,7,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19410615,1,JKV01,MEM,l,regular,
JAX194106152,MEM,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,value,,,0,,,,,0,,,,,,,,,,,,18,,,,,,,2,,,,,,,,,,,,,18,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19410615,2,JKV01,JAX,l,regular,
JAX194106152,JAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,2,,,,,,,,,,,,,,,,,21,,,,,,,0,0,,,,,,,,,,,,21,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19410615,2,JKV01,MEM,w,regular,
PH5194106151,NW2,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,3,,value,32,30,2,3,1,0,1,2,1,,0,1,,4,1,,,0,,27,,36,6,1,0,0,0,0,5,,7,0,1,0,1,,2,,1,27,13,0,1,0,1,1,2,,mattf101,isrec101,irvim101,yount101,pearl102,chrit101,day-l101,johnl105,hillj104,hillj104,yount101,mattf101,isrec101,pearl102,johnl105,irvim101,day-l101,chrit101,,19410615,1,HRB01,PH5,w,regular,y
PH5194106151,PH5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,9,,value,36,30,0,6,1,0,0,0,1,,0,5,,7,2,,,0,,27,,32,3,1,0,1,2,2,1,,4,0,0,0,1,,1,,0,27,12,2,0,0,0,0,1,,bensg101,duckm101,parnr102,pattp102,westj102,palmc101,campd103,johnr108,mcheh101,mcheh101,palmc101,westj102,campd103,duckm101,pattp102,johnr108,bensg101,parnr102,,19410615,1,HRB01,NW2,l,regular,y
